Filename,CPU Time,Normalized CPU Time,problem,technique
clang_generated_unoptimized.asm,0.2562899999999928,1.0,16,constant folding
clang_generated_O2_optimized.asm,0.2243239999999957,0.8752741035545751,16,constant folding
clang_generated_llm_optimized.asm,0.2280200000000007,0.8896952670802887,16,constant folding
clang_generated_O1_optimized.asm,0.2241740000000049,0.8746888290608735,16,constant folding
clang_generated_O3_optimized.asm,0.2337799999999958,0.9121698076397926,16,constant folding
llm_generated.asm,0.224778999999998,0.8770494361855881,16,constant folding
clang_generated_unoptimized.asm,0.2573760000000078,1.0,17,constant folding
clang_generated_O2_optimized.asm,0.225953000000004,0.8779101392515122,17,constant folding
clang_generated_llm_optimized.asm,0.2284099999999966,0.8874564838990028,17,constant folding
clang_generated_O1_optimized.asm,0.2270290000000017,0.8820907932363344,17,constant folding
clang_generated_O3_optimized.asm,0.2208190000000058,0.8579626694019612,17,constant folding
llm_generated.asm,0.2275179999999892,0.8839907372870133,17,constant folding
clang_generated_unoptimized.asm,0.2233939999999989,1.0,18,constant folding
clang_generated_O2_optimized.asm,0.2272910000000081,1.017444515072066,18,constant folding
clang_generated_llm_optimized.asm,0.2237530000000021,1.0016070261511192,18,constant folding
clang_generated_O1_optimized.asm,0.2269940000000048,1.0161150254707192,18,constant folding
clang_generated_O3_optimized.asm,0.2279899999999912,1.0205735158508835,18,constant folding
llm_generated.asm,0.2275149999999968,1.0184472277679697,18,constant folding
clang_generated_unoptimized.asm,0.2267560000000088,1.0,19,constant folding
clang_generated_O2_optimized.asm,0.2315420000000045,1.0211063874825608,19,constant folding
clang_generated_llm_optimized.asm,0.2309290000000032,1.0184030411543432,19,constant folding
clang_generated_O1_optimized.asm,0.2277449999999987,1.004361516343514,19,constant folding
clang_generated_O3_optimized.asm,0.2295629999999988,1.012378944768782,19,constant folding
llm_generated.asm,0.2292139999999989,1.0108398454726224,19,constant folding
clang_generated_unoptimized.asm,0.256621999999993,1.0,20,constant folding
clang_generated_O2_optimized.asm,0.2270360000000124,0.8847098066417479,20,constant folding
clang_generated_llm_optimized.asm,0.2265420000000091,0.8827847963152625,20,constant folding
clang_generated_O1_optimized.asm,0.230526999999995,0.8983134727342212,20,constant folding
clang_generated_O3_optimized.asm,0.2262670000000071,0.8817131812549713,20,constant folding
llm_generated.asm,0.3505439999999993,1.3659935625161086,20,constant folding
clang_generated_unoptimized.asm,0.2789739999999909,1.0,21,dead code elimination
clang_generated_O2_optimized.asm,0.2282739999999989,0.8182626337938531,21,dead code elimination
clang_generated_llm_optimized.asm,0.2286239999999963,0.8195172309964506,21,dead code elimination
clang_generated_O1_optimized.asm,0.2277459999999962,0.8163699842996252,21,dead code elimination
clang_generated_O3_optimized.asm,0.2290449999999992,0.821026332203025,21,dead code elimination
llm_generated.asm,0.0028549999999967,0.0102339286098231,21,dead code elimination
clang_generated_unoptimized.asm,0.2590479999999786,1.0,22,dead code elimination
clang_generated_O2_optimized.asm,0.2319060000000092,0.895224051141211,22,dead code elimination
clang_generated_llm_optimized.asm,0.2336500000000114,0.901956394181892,22,dead code elimination
clang_generated_O1_optimized.asm,0.2310429999999996,0.8918926222168043,22,dead code elimination
clang_generated_O3_optimized.asm,0.2324879999999893,0.8974707390136522,22,dead code elimination
llm_generated.asm,0.2320379999999886,0.8957336092153106,22,dead code elimination
clang_generated_unoptimized.asm,0.4267269999999996,1.0,23,dead code elimination
clang_generated_O2_optimized.asm,0.004854999999992,0.0113772974290168,23,dead code elimination
clang_generated_llm_optimized.asm,0.0044350000000008,0.0103930616061342,23,dead code elimination
clang_generated_O1_optimized.asm,0.0047890000000165,0.0112226317997609,23,dead code elimination
clang_generated_O3_optimized.asm,0.0046090000000162,0.0108008164470874,23,dead code elimination
llm_generated.asm,0.1526209999999821,0.3576548941125878,23,dead code elimination
clang_generated_unoptimized.asm,0.3120989999999892,1.0,24,dead code elimination
clang_generated_O2_optimized.asm,0.238157000000001,0.763081586291559,24,dead code elimination
clang_generated_llm_optimized.asm,0.2686309999999992,0.8607236806270075,24,dead code elimination
clang_generated_O1_optimized.asm,0.2413110000000244,0.7731873540127742,24,dead code elimination
clang_generated_O3_optimized.asm,0.2424139999999965,0.7767214890147195,24,dead code elimination
llm_generated.asm,0.194215000000014,0.6222865180600409,24,dead code elimination
clang_generated_unoptimized.asm,0.3077229999999815,1.0,25,dead code elimination
clang_generated_O2_optimized.asm,0.2324889999999868,0.7555138874897255,25,dead code elimination
clang_generated_llm_optimized.asm,0.2260440000000017,0.7345697266698142,25,dead code elimination
clang_generated_O1_optimized.asm,0.2258269999999811,0.7338645470114183,25,dead code elimination
clang_generated_O3_optimized.asm,0.2256409999999959,0.7332601073043273,25,dead code elimination
llm_generated.asm,0.2323039999999991,0.7549126974584711,25,dead code elimination
clang_generated_unoptimized.asm,0.3003560000000078,1.0,26,dead code elimination
clang_generated_O2_optimized.asm,0.2337880000000041,0.7783696679939738,26,dead code elimination
clang_generated_llm_optimized.asm,0.2327679999999929,0.7749736978784739,26,dead code elimination
clang_generated_O1_optimized.asm,0.2313649999999967,0.7703025742784918,26,dead code elimination
clang_generated_O3_optimized.asm,0.231543000000002,0.7708952043574825,26,dead code elimination
llm_generated.asm,0.2335470000000015,0.7775672868196254,26,dead code elimination
clang_generated_unoptimized.asm,0.2841040000000134,1.0,27,dead code elimination
clang_generated_O2_optimized.asm,0.2538900000000126,0.8936516205333279,27,dead code elimination
clang_generated_llm_optimized.asm,0.2537990000000008,0.8933313152929517,27,dead code elimination
clang_generated_O1_optimized.asm,0.2513450000000006,0.884693633317337,27,dead code elimination
clang_generated_O3_optimized.asm,0.2551059999999978,0.8979317433052183,27,dead code elimination
llm_generated.asm,0.2575339999999926,0.9064779094978612,27,dead code elimination
clang_generated_unoptimized.asm,0.2786650000000037,1.0,28,dead code elimination
clang_generated_O2_optimized.asm,0.224108000000001,0.8042201209337309,28,dead code elimination
clang_generated_llm_optimized.asm,0.2316050000000018,0.8311233918863106,28,dead code elimination
clang_generated_O1_optimized.asm,0.2316320000000047,0.8312202824179629,28,dead code elimination
clang_generated_O3_optimized.asm,0.2270050000000054,0.8146161161251051,28,dead code elimination
llm_generated.asm,0.0028989999999993,0.0104031722677741,28,dead code elimination
clang_generated_unoptimized.asm,0.2742609999999956,1.0,29,dead code elimination
clang_generated_O2_optimized.asm,0.2255249999999904,0.8223006552152657,29,dead code elimination
clang_generated_llm_optimized.asm,0.2281430000000028,0.831846306984976,29,dead code elimination
clang_generated_O1_optimized.asm,0.2197570000000013,0.801269593562354,29,dead code elimination
clang_generated_O3_optimized.asm,0.2274750000000125,0.8294106708573808,29,dead code elimination
llm_generated.asm,0.2214149999999932,0.8073149299389879,29,dead code elimination
clang_generated_unoptimized.asm,0.2860880000000065,1.0,30,dead code elimination
clang_generated_O2_optimized.asm,0.2246679999999798,0.7853108134559112,30,dead code elimination
clang_generated_llm_optimized.asm,0.2290189999999938,0.8005194205978182,30,dead code elimination
clang_generated_O1_optimized.asm,0.2289769999999862,0.800372612622623,30,dead code elimination
clang_generated_O3_optimized.asm,0.2233180000000061,0.7805919856827305,30,dead code elimination
llm_generated.asm,0.0028240000000039,0.0098710886161036,30,dead code elimination
clang_generated_unoptimized.asm,0.3507020000000125,1.0,31,dead code elimination
clang_generated_O2_optimized.asm,0.2292099999999948,0.6535748299125372,31,dead code elimination
clang_generated_llm_optimized.asm,0.2315250000000048,0.6601758758147847,31,dead code elimination
clang_generated_O1_optimized.asm,0.2306430000000148,0.6576609200974234,31,dead code elimination
clang_generated_O3_optimized.asm,0.2317659999999932,0.6608630689302741,31,dead code elimination
llm_generated.asm,0.0029679999999814,0.0084630255886231,31,dead code elimination
clang_generated_unoptimized.asm,0.6669099999999979,1.0,32,dead code elimination
clang_generated_O2_optimized.asm,0.009449,0.0141683285600756,32,dead code elimination
clang_generated_llm_optimized.asm,0.2439309999999999,0.3657629965062762,32,dead code elimination
clang_generated_O1_optimized.asm,0.0062679999999986,0.0093985695221223,32,dead code elimination
clang_generated_O3_optimized.asm,0.0053760000000018,0.0080610577139371,32,dead code elimination
llm_generated.asm,5.385003999999999,8.074558786043118,32,dead code elimination
clang_generated_unoptimized.asm,0.2569530000000029,1.0,33,dead code elimination
clang_generated_O2_optimized.asm,0.2226479999999995,0.8664930940677751,33,dead code elimination
clang_generated_llm_optimized.asm,0.2213029999999989,0.8612586737652272,33,dead code elimination
clang_generated_O1_optimized.asm,0.2234460000000027,0.8695987203885543,33,dead code elimination
clang_generated_O3_optimized.asm,0.2213950000000011,0.8616167158974546,33,dead code elimination
llm_generated.asm,0.2201820000000012,0.8568960082193972,33,dead code elimination
clang_generated_unoptimized.asm,0.2566879999999969,1.0,34,dead code elimination
clang_generated_O2_optimized.asm,0.2254760000000004,0.878404911799551,34,dead code elimination
clang_generated_llm_optimized.asm,0.2592439999999953,1.009957613912604,34,dead code elimination
clang_generated_O1_optimized.asm,0.2304010000000005,0.8975916287477532,34,dead code elimination
clang_generated_O3_optimized.asm,0.2302579999999991,0.8970345321947343,34,dead code elimination
llm_generated.asm,0.2307820000000049,0.8990759209624435,34,dead code elimination
clang_generated_unoptimized.asm,0.6386649999999996,1.0,35,dead code elimination
clang_generated_O2_optimized.asm,0.0114439999999973,0.0179186271362879,35,dead code elimination
clang_generated_llm_optimized.asm,0.1235700000000008,0.1934817157664831,35,dead code elimination
clang_generated_O1_optimized.asm,0.2754329999999996,0.4312636515230986,35,dead code elimination
clang_generated_O3_optimized.asm,0.0049910000000004,0.0078147385562077,35,dead code elimination
llm_generated.asm,12.133675000000004,18.998496864553424,35,dead code elimination
clang_generated_unoptimized.asm,0.2585480000000046,1.0,36,dead code elimination
clang_generated_O2_optimized.asm,0.2245520000000027,0.8685118430620182,36,dead code elimination
clang_generated_llm_optimized.asm,0.2264419999999916,0.8758218976746581,36,dead code elimination
clang_generated_O1_optimized.asm,0.2292730000000062,0.8867715085786861,36,dead code elimination
clang_generated_O3_optimized.asm,0.224755999999985,0.8693008648296681,36,dead code elimination
llm_generated.asm,0.2263370000000009,0.8754157835295451,36,dead code elimination
clang_generated_unoptimized.asm,0.2761059999999986,1.0,37,dead code elimination
clang_generated_O2_optimized.asm,0.2323479999999733,0.8415173882493481,37,dead code elimination
clang_generated_llm_optimized.asm,0.2293289999999785,0.8305831818214009,37,dead code elimination
clang_generated_O1_optimized.asm,0.2306649999999876,0.8354219031820708,37,dead code elimination
clang_generated_O3_optimized.asm,0.2295359999999959,0.8313328938885686,37,dead code elimination
llm_generated.asm,0.2318290000000047,0.8396376753855617,37,dead code elimination
clang_generated_unoptimized.asm,0.2810429999999968,1.0,38,dead code elimination
clang_generated_O2_optimized.asm,0.2297459999999915,0.8174763292449703,38,dead code elimination
clang_generated_llm_optimized.asm,0.2290199999999913,0.8148930946509749,38,dead code elimination
clang_generated_O1_optimized.asm,0.2289559999999966,0.8146653714911924,38,dead code elimination
clang_generated_O3_optimized.asm,0.2272449999999963,0.8085773351408821,38,dead code elimination
llm_generated.asm,0.2310420000000022,0.8220877232309818,38,dead code elimination
clang_generated_unoptimized.asm,0.2667629999999974,1.0,39,dead code elimination
clang_generated_O2_optimized.asm,0.23467100000002,0.8796984589317947,39,dead code elimination
clang_generated_llm_optimized.asm,0.2340859999999907,0.8775055011376875,39,dead code elimination
clang_generated_O1_optimized.asm,0.2227029999999956,0.8348346659769076,39,dead code elimination
clang_generated_O3_optimized.asm,0.2242099999999993,0.8404838752000897,39,dead code elimination
llm_generated.asm,0.2274940000000072,0.8527944280129156,39,dead code elimination
clang_generated_unoptimized.asm,0.3058359999999993,1.0,40,dead code elimination
clang_generated_O2_optimized.asm,0.2232429999999965,0.729943499130243,40,dead code elimination
clang_generated_llm_optimized.asm,0.2275899999999922,0.7441569991760051,40,dead code elimination
clang_generated_O1_optimized.asm,0.2245769999999822,0.734305313959059,40,dead code elimination
clang_generated_O3_optimized.asm,0.2244599999999934,0.733922755986849,40,dead code elimination
llm_generated.asm,0.2223850000000027,0.7271380740004552,40,dead code elimination
clang_generated_unoptimized.asm,0.2548950000000047,1.0,41,strength reduction
clang_generated_O2_optimized.asm,0.2243950000000154,0.8803428862865543,41,strength reduction
clang_generated_llm_optimized.asm,0.2249719999999797,0.8826065634868301,41,strength reduction
clang_generated_O1_optimized.asm,0.2255680000000097,0.8849447811844311,41,strength reduction
clang_generated_O3_optimized.asm,0.2243259999999907,0.8800721865865808,41,strength reduction
llm_generated.asm,0.2251990000000034,0.883497126267676,41,strength reduction
clang_generated_unoptimized.asm,0.2569780000000037,1.0,42,strength reduction
clang_generated_O2_optimized.asm,0.2346150000000051,0.9129769863568156,42,strength reduction
clang_generated_llm_optimized.asm,0.2303679999999985,0.8964502797904694,42,strength reduction
clang_generated_O1_optimized.asm,0.2230559999999997,0.8679964821891232,42,strength reduction
clang_generated_O3_optimized.asm,0.2244549999999918,0.8734405279828958,42,strength reduction
llm_generated.asm,0.6488289999999921,2.52484259352934,42,strength reduction
clang_generated_unoptimized.asm,0.2729279999999932,1.0,43,strength reduction
clang_generated_O2_optimized.asm,0.2247659999999882,0.8235358775940683,43,strength reduction
clang_generated_llm_optimized.asm,0.2301499999999947,0.8432626919920291,43,strength reduction
clang_generated_O1_optimized.asm,0.226263000000003,0.829020840661305,43,strength reduction
clang_generated_O3_optimized.asm,0.2352479999999985,0.8619416109743392,43,strength reduction
llm_generated.asm,0.2315269999999998,0.8483079786610593,43,strength reduction
clang_generated_unoptimized.asm,0.2533600000000007,1.0,44,strength reduction
clang_generated_O2_optimized.asm,0.2271149999999977,0.896412219766329,44,strength reduction
clang_generated_llm_optimized.asm,0.2294819999999902,0.9057546574044424,44,strength reduction
clang_generated_O1_optimized.asm,0.2281880000000029,0.9006473002841897,44,strength reduction
clang_generated_O3_optimized.asm,0.2344480000000004,0.925355225765708,44,strength reduction
llm_generated.asm,0.2312889999999896,0.912886801389284,44,strength reduction
clang_generated_unoptimized.asm,0.32876499999999,1.0,45,strength reduction
clang_generated_O2_optimized.asm,0.2251010000000093,0.6846866302678697,45,strength reduction
clang_generated_llm_optimized.asm,0.2291629999999997,0.6970419600626793,45,strength reduction
clang_generated_O1_optimized.asm,0.2281320000000022,0.6939059814761582,45,strength reduction
clang_generated_O3_optimized.asm,0.2352240000000023,0.7154776207929965,45,strength reduction
llm_generated.asm,0.2258570000000048,0.6869861451188896,45,strength reduction
clang_generated_unoptimized.asm,0.2566319999999962,1.0,46,strength reduction
clang_generated_O2_optimized.asm,0.2255189999999913,0.8787641447675844,46,strength reduction
clang_generated_llm_optimized.asm,0.2266840000000058,0.8833037189438934,46,strength reduction
clang_generated_O1_optimized.asm,0.2223120000000165,0.8662676517348569,46,strength reduction
clang_generated_O3_optimized.asm,0.2263740000000211,0.8820957635837484,46,strength reduction
llm_generated.asm,0.224109999999996,0.8732737928239633,46,strength reduction
clang_generated_unoptimized.asm,0.2548380000000065,1.0,47,strength reduction
clang_generated_O2_optimized.asm,0.2255619999999965,0.8851191737495612,47,strength reduction
clang_generated_llm_optimized.asm,0.2256050000000016,0.8852879083966905,47,strength reduction
clang_generated_O1_optimized.asm,0.2221389999999985,0.8716871110273696,47,strength reduction
clang_generated_O3_optimized.asm,0.2259599999999864,0.8866809502506713,47,strength reduction
llm_generated.asm,0.2320620000000133,0.910625573894032,47,strength reduction
clang_generated_unoptimized.asm,0.2854210000000137,1.0,48,strength reduction
clang_generated_O2_optimized.asm,0.2226169999999854,0.7799601290724044,48,strength reduction
clang_generated_llm_optimized.asm,0.2247549999999876,0.7874508182648677,48,strength reduction
clang_generated_O1_optimized.asm,0.2244300000000123,0.7863121494213866,48,strength reduction
clang_generated_O3_optimized.asm,0.2248880000000213,0.7879167965917382,48,strength reduction
llm_generated.asm,0.6897339999999872,2.416549588152077,48,strength reduction
clang_generated_unoptimized.asm,0.2586519999999837,1.0,49,strength reduction
clang_generated_O2_optimized.asm,0.2240409999999997,0.8661870002938846,49,strength reduction
clang_generated_llm_optimized.asm,0.2259200000000021,0.873451587461208,49,strength reduction
clang_generated_O1_optimized.asm,0.2279889999999795,0.881450752362224,49,strength reduction
clang_generated_O3_optimized.asm,0.219600000000014,0.84901721231627,49,strength reduction
llm_generated.asm,0.2293209999999987,0.8866005288960196,49,strength reduction
clang_generated_unoptimized.asm,0.2640160000000016,1.0,50,strength reduction
clang_generated_O2_optimized.asm,0.2340889999999991,0.8866470213926342,50,strength reduction
clang_generated_llm_optimized.asm,0.2271919999999987,0.8605236046300124,50,strength reduction
clang_generated_O1_optimized.asm,0.2261030000000001,0.8563988546148673,50,strength reduction
clang_generated_O3_optimized.asm,0.2226890000000008,0.8434678201321112,50,strength reduction
llm_generated.asm,0.2299690000000005,0.8710419065511149,50,strength reduction
clang_generated_unoptimized.asm,0.2520979999999966,1.0,51,strength reduction
clang_generated_O2_optimized.asm,0.2224339999999998,0.8823314742679546,51,strength reduction
clang_generated_llm_optimized.asm,0.0022579999999976,0.0089568342469899,51,strength reduction
clang_generated_O1_optimized.asm,0.2230299999999943,0.8846956342374683,51,strength reduction
clang_generated_O3_optimized.asm,0.2254609999999957,0.8943387095494559,51,strength reduction
llm_generated.asm,0.2254059999999995,0.8941205404247657,51,strength reduction
clang_generated_unoptimized.asm,0.2537289999999927,1.0,52,strength reduction
clang_generated_O2_optimized.asm,0.2371600000000171,0.9346980439761474,52,strength reduction
clang_generated_llm_optimized.asm,0.2267779999999959,0.89378037197168,52,strength reduction
clang_generated_O1_optimized.asm,0.2204979999999921,0.8690295551552971,52,strength reduction
clang_generated_O3_optimized.asm,0.2204049999999995,0.8686630223585234,52,strength reduction
llm_generated.asm,0.2254800000000045,0.8886646776679489,52,strength reduction
clang_generated_unoptimized.asm,0.2577430000000049,1.0,53,strength reduction
clang_generated_O2_optimized.asm,0.2259409999999775,0.8766135258764475,53,strength reduction
clang_generated_llm_optimized.asm,0.2325700000000097,0.902332944056697,53,strength reduction
clang_generated_O1_optimized.asm,0.2323609999999973,0.9015220587949736,53,strength reduction
clang_generated_O3_optimized.asm,0.2318630000000041,0.8995899015686156,53,strength reduction
llm_generated.asm,0.2319980000000043,0.9001136791299857,53,strength reduction
clang_generated_unoptimized.asm,0.2654290000000117,1.0,54,strength reduction
clang_generated_O2_optimized.asm,0.2318160000000091,0.873363498336651,54,strength reduction
clang_generated_llm_optimized.asm,0.2270249999999976,0.855313473659576,54,strength reduction
clang_generated_O1_optimized.asm,0.2336579999999912,0.880303207260627,54,strength reduction
clang_generated_O3_optimized.asm,0.2293039999999848,0.863899573897256,54,strength reduction
llm_generated.asm,0.2291660000000206,0.8633796608509641,54,strength reduction
clang_generated_unoptimized.asm,0.270528999999982,1.0,55,strength reduction
clang_generated_O2_optimized.asm,0.2257270000000062,0.8343911373642797,55,strength reduction
clang_generated_llm_optimized.asm,0.2327980000000025,0.8605288157647348,55,strength reduction
clang_generated_O1_optimized.asm,0.2218749999999829,0.820152368137973,55,strength reduction
clang_generated_O3_optimized.asm,0.2243739999999832,0.8293898251204052,55,strength reduction
llm_generated.asm,0.2292439999999942,0.8473915920289856,55,strength reduction
clang_generated_unoptimized.asm,0.2523309999999981,1.0,56,strength reduction
clang_generated_O2_optimized.asm,0.2239299999999957,0.8874454585445206,56,strength reduction
clang_generated_llm_optimized.asm,0.2259130000000055,0.8953041837903678,56,strength reduction
clang_generated_O1_optimized.asm,0.2217309999999983,0.8787307148150645,56,strength reduction
clang_generated_O3_optimized.asm,0.2220539999999999,0.880010779492023,56,strength reduction
llm_generated.asm,0.0023780000000002,0.0094241294173138,56,strength reduction
clang_generated_unoptimized.asm,0.25441,1.0,57,strength reduction
clang_generated_O2_optimized.asm,0.2268080000000001,0.8915058370347081,57,strength reduction
clang_generated_llm_optimized.asm,0.22363,0.8790141896938012,57,strength reduction
clang_generated_O1_optimized.asm,0.2234020000000001,0.8781179985063483,57,strength reduction
clang_generated_O3_optimized.asm,0.2293629999999993,0.9015486812625262,57,strength reduction
llm_generated.asm,0.0023409999999977,0.009201682323799,57,strength reduction
clang_generated_unoptimized.asm,0.2514099999999999,1.0,58,strength reduction
clang_generated_O2_optimized.asm,0.2213879999999974,0.8805854977924409,58,strength reduction
clang_generated_llm_optimized.asm,0.2216479999999947,0.881619665088878,58,strength reduction
clang_generated_O1_optimized.asm,0.2239280000000008,0.8906885167654464,58,strength reduction
